OrderID,OrderDate,ShipDate,Delivered Date,Country, Products ,Units Sold, Manufacturing Price , Sale Price , Gross Sales , Discounts ,  Sales , COGS ,  Profit  ,TerritoryID,PromotionID,ShipModeID,ProductID
ORD-000011,02-02-2022,03-02-2022,05-02-2022,Brazil, Team Sports ,2620,10,15,39300,1965,37335,26200,11135,1,PR001,2,P0004
ORD-000012,03-02-2022,04-02-2022,11-02-2022,Mexico, Team Sports ,1228,10,350,429800,21490,408310,319280,89030,4,PR004,4,P0004
ORD-000012,04-02-2022,05-02-2022,07-02-2022,Mexico, Team Sports ,1389,10,20,27780,1389,26391,13890,12501,4,PR002,2,P0004
ORD-000012,05-02-2022,06-02-2022,11-02-2022,Mexico, Team Sports ,861,10,125,107625,5381.25,102243.75,103320,"-1,076.25",4,PR002,1,P0004
ORD-000013,06-02-2022,07-02-2022,09-02-2022,Brazil, Team Sports ,704,10,125,88000,4400,83600,84480,-880,1,PR004,2,P0004
ORD-000013,07-02-2022,08-02-2022,15-02-2022,India, Team Sports ,959,250,300,287700,20219,267561,239750,27811,3,PR003,4,P0004
ORD-000013,08-02-2022,09-02-2022,11-02-2022,Mexico, Footwears ,2747,250,300,824100,57687,766413,686750,79663,4,PR001,2,P0005
ORD-000014,09-02-2022,10-02-2022,15-02-2022,Germany, Footwears ,1645,260,125,205625,14393.75,191231.25,197400,"-6,168.75",2,PR004,1,P0005
ORD-000014,10-02-2022,11-02-2022,17-02-2022,Brazil, Footwears ,2876,260,350,1006600,70462,936138,747760,188378,1,PR001,1,P0005
ORD-000014,11-02-2022,12-02-2022,18-02-2022,Mexico, Footwears ,994,260,125,124250,8697.5,115552.5,119280,"-3,727.50",4,PR003,1,P0005
ORD-000015,12-02-2022,13-02-2022,20-02-2022,Mexico, Footwears ,1118,260,20,22360,1565.2,20794.8,11180,9614.8,4,PR001,4,P0005
ORD-000015,13-02-2022,14-02-2022,21-02-2022,Germany, Footwears ,1372,260,300,411600,28812,382788,343000,39788,2,PR004,4,P0005
ORD-000015,14-02-2022,15-02-2022,16-02-2022,India, Footwears ,488,5,7,3416,273.28,3142.72,2440,702.72,3,PR001,3,P0005
ORD-000016,15-02-2022,16-02-2022,23-02-2022,India, Stationery,1159,5,7,8113,405.65,7707.35,5795,1912.35,3,PR002,4,P0006
ORD-000016,16-02-2022,17-02-2022,23-02-2022,India, Stationery,1372,10,7,9604,480.2,9123.8,6860,2263.8,3,PR003,1,P0006
ORD-000016,17-02-2022,18-02-2022,24-02-2022,Mexico, Stationery,2349,10,7,16443,822.15,15620.85,11745,3875.85,4,PR003,1,P0006
ORD-000017,18-02-2022,19-02-2022,27-02-2022,Mexico, Stationery,2689,10,7,18823,941.15,17881.85,13445,4436.85,4,PR003,4,P0006
ORD-000017,19-02-2022,20-02-2022,22-02-2022,Mexico, Stationery,2431,10,12,29172,1458.6,27713.4,7293,20420.4,4,PR004,2,P0006
ORD-000017,20-02-2022,21-02-2022,28-02-2022,Brazil, Stationery,2431,120,12,29172,1458.6,27713.4,7293,20420.4,1,PR003,4,P0006
ORD-000018,21-02-2022,22-02-2022,01-03-2022,Germany, Stationery,2689,250,7,18823,941.15,17881.85,13445,4436.85,2,PR002,4,P0006
ORD-000018,22-02-2022,23-02-2022,28-02-2022,Mexico, Stationery,570,3,7,3990,199.5,3790.5,2850,940.5,4,PR004,1,P0006
ORD-000018,23-02-2022,24-02-2022,25-02-2022,Germany, Womens Fashion ,3945,10,7,27615,276.15,27338.85,19725,7613.85,2,PR002,3,P0003
ORD-000019,24-02-2022,25-02-2022,02-03-2022,Germany, Womens Fashion ,2296,10,15,34440,344.4,34095.6,22960,11135.6,2,PR001,1,P0003
ORD-000019,25-02-2022,26-02-2022,27-02-2022,India, Womens Fashion ,1030,10,7,7210,72.1,7137.9,5150,1987.9,3,PR001,3,P0003
ORD-000019,26-02-2022,27-02-2022,04-03-2022,Brazil, Team Sports ,639,120,7,4473,44.73,4428.27,3195,1233.27,1,PR001,1,P0004
ORD-000020,27-02-2022,28-02-2022,07-03-2022,Mexico, Footwears ,1326,250,7,9282,92.82,9189.18,6630,2559.18,4,PR001,4,P0005
ORD-000020,28-02-2022,01-03-2022,06-03-2022,India, Electronics ,1858,3,12,22296,222.96,22073.04,5574,16499.04,3,PR002,1,P0001
ORD-000020,01-03-2022,02-03-2022,07-03-2022,India, Electronics ,1210,3,350,423500,4235,419265,314600,104665,3,PR004,1,P0001
ORD-000021,02-03-2022,03-03-2022,08-03-2022,Mexico, Electronics ,2529,3,7,17703,177.03,17525.97,12645,4880.97,4,PR004,1,P0001
ORD-000021,03-03-2022,04-03-2022,11-03-2022,Germany, Electronics ,1445,3,12,17340,173.4,17166.6,4335,12831.6,2,PR003,4,P0001
ORD-000021,04-03-2022,05-03-2022,12-03-2022,India, Electronics ,330,3,125,41250,412.5,40837.5,39600,1237.5,3,PR002,4,P0001
ORD-000022,05-03-2022,06-03-2022,13-03-2022,Germany, Electronics ,2671,3,12,32052,320.52,31731.48,8013,23718.48,2,PR001,4,P0001
ORD-000022,06-03-2022,07-03-2022,14-03-2022,Brazil, Electronics ,766,3,12,9192,91.92,9100.08,2298,6802.08,1,PR002,4,P0001
ORD-000022,07-03-2022,08-03-2022,09-03-2022,Germany, Electronics ,494,3,300,148200,1482,146718,123500,23218,2,PR003,3,P0001
ORD-000023,08-03-2022,09-03-2022,10-03-2022,Brazil, Electronics ,1397,3,350,488950,4889.5,484060.5,363220,120840.5,1,PR003,3,P0001
ORD-000023,09-03-2022,10-03-2022,12-03-2022,Germany, Electronics ,2155,3,350,754250,7542.5,746707.5,560300,186407.5,2,PR002,2,P0001
ORD-000023,10-03-2022,11-03-2022,18-03-2022,India, Mens Fashion ,2214,5,15,33210,332.1,32877.9,22140,10737.9,3,PR002,4,P0002
ORD-000024,11-03-2022,12-03-2022,13-03-2022,India, Mens Fashion ,2301,5,300,690300,6903,683397,575250,108147,3,PR002,3,P0002
ORD-000024,12-03-2022,13-03-2022,18-03-2022,Brazil, Mens Fashion ,1375.5,5,20,27510,275.1,27234.9,13755,13479.9,1,PR004,1,P0002
ORD-000024,13-03-2022,14-03-2022,23-03-2022,Mexico, Mens Fashion ,1830,5,7,12810,128.1,12681.9,9150,3531.9,4,PR001,4,P0002
ORD-000025,14-03-2022,15-03-2022,17-03-2022,Brazil, Mens Fashion ,2498,5,300,749400,7494,741906,624500,117406,1,PR002,2,P0002
ORD-000025,15-03-2022,16-03-2022,18-03-2022,Brazil, Mens Fashion ,663,5,125,82875,828.75,82046.25,79560,2486.25,1,PR002,2,P0002
ORD-000025,16-03-2022,17-03-2022,19-03-2022,Germany, Womens Fashion ,1514,10,15,22710,227.1,22482.9,15140,7342.9,2,PR002,2,P0003
ORD-000026,17-03-2022,18-03-2022,23-03-2022,Germany, Womens Fashion ,4492.5,10,7,31447.5,314.48,31133.03,22462.5,8670.53,2,PR003,1,P0003
ORD-000026,18-03-2022,19-03-2022,20-03-2022,Brazil, Womens Fashion ,727,10,125,90875,908.75,89966.25,87240,2726.25,1,PR003,3,P0003
ORD-000026,19-03-2022,20-03-2022,25-03-2022,India, Womens Fashion ,787,10,125,98375,983.75,97391.25,94440,2951.25,3,PR004,1,P0003
ORD-000027,20-03-2022,21-03-2022,28-03-2022,Germany, Womens Fashion ,1823,10,125,227875,2278.75,225596.25,218760,6836.25,2,PR001,4,P0003
ORD-000027,21-03-2022,22-03-2022,24-03-2022,Mexico, Womens Fashion ,747,10,15,11205,112.05,11092.95,7470,3622.95,4,PR004,2,P0003
ORD-000027,22-03-2022,23-03-2022,28-03-2022,Germany, Womens Fashion ,766,10,12,9192,91.92,9100.08,2298,6802.08,2,PR001,1,P0003
ORD-000028,23-03-2022,24-03-2022,29-03-2022,Germany, Womens Fashion ,2905,10,300,871500,8715,862785,726250,136535,2,PR003,1,P0003
ORD-000028,24-03-2022,25-03-2022,26-03-2022,Mexico, Womens Fashion ,2155,10,350,754250,7542.5,746707.5,560300,186407.5,4,PR003,3,P0003
ORD-000028,25-03-2022,26-03-2022,27-03-2022,Brazil, Team Sports ,3864,120,20,77280,772.8,76507.2,38640,37867.2,1,PR003,3,P0004
ORD-000029,26-03-2022,27-03-2022,29-03-2022,Mexico, Team Sports ,362,120,7,2534,25.34,2508.66,1810,698.66,4,PR004,2,P0004
ORD-000029,27-03-2022,28-03-2022,02-04-2022,Brazil, Team Sports ,923,120,125,115375,1153.75,114221.25,110760,3461.25,1,PR002,1,P0004
ORD-000029,28-03-2022,29-03-2022,03-04-2022,Brazil, Team Sports ,663,120,125,82875,828.75,82046.25,79560,2486.25,1,PR002,1,P0004
ORD-000030,29-03-2022,30-03-2022,31-03-2022,Brazil, Team Sports ,2092,120,7,14644,146.44,14497.56,10460,4037.56,1,PR003,3,P0004
ORD-000030,30-03-2022,31-03-2022,05-04-2022,Mexico, Footwears ,263,250,7,1841,18.41,1822.59,1315,507.59,4,PR002,1,P0005
ORD-000030,31-03-2022,01-04-2022,06-04-2022,Brazil, Footwears ,943.5,250,350,330225,3302.25,326922.75,245310,81612.75,1,PR002,1,P0005
ORD-000031,01-04-2022,02-04-2022,07-04-2022,India, Footwears ,727,250,125,90875,908.75,89966.25,87240,2726.25,3,PR004,1,P0005
ORD-000031,02-04-2022,03-04-2022,04-04-2022,Mexico, Footwears ,787,250,125,98375,983.75,97391.25,94440,2951.25,4,PR001,3,P0005
ORD-000031,03-04-2022,04-04-2022,06-04-2022,India, Footwears ,986,250,300,295800,2958,292842,246500,46342,3,PR003,2,P0005
ORD-000032,04-04-2022,05-04-2022,12-04-2022,Brazil, Footwears ,494,250,300,148200,1482,146718,123500,23218,1,PR003,4,P0005
ORD-000032,05-04-2022,06-04-2022,08-04-2022,Germany, Footwears ,1397,250,350,488950,4889.5,484060.5,363220,120840.5,2,PR004,2,P0005
ORD-000032,06-04-2022,07-04-2022,14-04-2022,Brazil, Footwears ,1744,250,125,218000,2180,215820,209280,6540,1,PR004,4,P0005
ORD-000033,07-04-2022,08-04-2022,13-04-2022,India, Stationery,1989,260,12,23868,238.68,23629.32,5967,17662.32,3,PR002,1,P0006
ORD-000033,08-04-2022,09-04-2022,11-04-2022,India, Stationery,321,260,15,4815,48.15,4766.85,3210,1556.85,3,PR003,2,P0006
ORD-000033,09-04-2022,10-04-2022,17-04-2022,Mexico, Electronics ,742.5,3,125,92812.5,1856.25,90956.25,89100,1856.25,4,PR001,4,P0001
ORD-000034,10-04-2022,11-04-2022,12-04-2022,Germany, Electronics ,1295,3,12,15540,310.8,15229.2,3885,11344.2,2,PR004,3,P0001
ORD-000034,11-04-2022,12-04-2022,13-04-2022,Mexico, Electronics ,214,3,300,64200,1284,62916,53500,9416,4,PR001,3,P0001
ORD-000034,12-04-2022,13-04-2022,15-04-2022,India, Electronics ,2145,3,7,15015,300.3,14714.7,10725,3989.7,3,PR001,2,P0001
ORD-000035,13-04-2022,14-04-2022,16-04-2022,Brazil, Electronics ,2852,3,350,998200,19964,978236,741520,236716,1,PR003,2,P0001
ORD-000035,14-04-2022,15-04-2022,20-04-2022,Germany, Mens Fashion ,1142,5,12,13704,274.08,13429.92,3426,10003.92,2,PR003,1,P0002
ORD-000035,15-04-2022,16-04-2022,18-04-2022,Brazil, Mens Fashion ,1566,5,20,31320,626.4,30693.6,15660,15033.6,1,PR004,2,P0002
ORD-000036,16-04-2022,17-04-2022,22-04-2022,Brazil, Mens Fashion ,690,5,12,8280,165.6,8114.4,2070,6044.4,1,PR003,1,P0002
ORD-000036,17-04-2022,18-04-2022,23-04-2022,Germany, Mens Fashion ,1660,5,125,207500,4150,203350,199200,4150,2,PR003,1,P0002
ORD-000036,18-04-2022,19-04-2022,20-04-2022,Mexico, Womens Fashion ,2363,10,15,35445,708.9,34736.1,23630,11106.1,4,PR003,3,P0003
ORD-000037,19-04-2022,20-04-2022,21-04-2022,Brazil, Womens Fashion ,918,10,300,275400,5508,269892,229500,40392,1,PR001,3,P0003
ORD-000037,20-04-2022,21-04-2022,28-04-2022,India, Womens Fashion ,1728,10,300,518400,10368,508032,432000,76032,3,PR004,4,P0003
ORD-000037,21-04-2022,22-04-2022,23-04-2022,Brazil, Womens Fashion ,1142,10,12,13704,274.08,13429.92,3426,10003.92,1,PR002,3,P0003
ORD-000038,22-04-2022,23-04-2022,24-04-2022,Germany, Womens Fashion ,662,10,125,82750,1655,81095,79440,1655,2,PR001,3,P0003
ORD-000038,23-04-2022,24-04-2022,26-04-2022,Germany, Womens Fashion ,1295,10,12,15540,310.8,15229.2,3885,11344.2,2,PR003,2,P0003
ORD-000038,24-04-2022,25-04-2022,26-04-2022,Germany, Womens Fashion ,809,10,125,101125,2022.5,99102.5,97080,2022.5,2,PR001,3,P0003
ORD-000039,25-04-2022,26-04-2022,03-05-2022,Mexico, Womens Fashion ,2145,10,125,268125,5362.5,262762.5,257400,5362.5,4,PR003,4,P0003
ORD-000039,26-04-2022,27-04-2022,29-04-2022,Brazil, Womens Fashion ,1785,10,12,21420,428.4,20991.6,5355,15636.6,1,PR003,2,P0003
ORD-000039,27-04-2022,28-04-2022,05-05-2022,Mexico, Womens Fashion ,1916,10,300,574800,11496,563304,479000,84304,4,PR001,4,P0003
ORD-000040,28-04-2022,29-04-2022,30-04-2022,Mexico, Womens Fashion ,2852,10,350,998200,19964,978236,741520,236716,4,PR004,3,P0003
ORD-000040,29-04-2022,30-04-2022,07-05-2022,Germany, Womens Fashion ,2729,10,125,341125,6822.5,334302.5,327480,6822.5,2,PR003,4,P0003
ORD-000040,30-04-2022,01-05-2022,03-05-2022,Germany, Womens Fashion ,1925,10,15,28875,577.5,28297.5,19250,9047.5,2,PR004,2,P0003
ORD-000041,01-05-2022,02-05-2022,07-05-2022,Mexico, Womens Fashion ,2021,10,7,14091,281.82,13809.18,10065,3744.18,4,PR002,1,P0003
ORD-000041,02-05-2022,03-05-2022,10-05-2022,Brazil, Womens Fashion ,1055,10,12,12660,253.2,12406.8,3165,9241.8,1,PR003,4,P0003
ORD-000041,03-05-2022,04-05-2022,11-05-2022,India, Womens Fashion ,1084,10,12,13008,260.16,12747.84,3252,9495.84,3,PR004,4,P0003
ORD-000042,04-05-2022,05-05-2022,07-05-2022,Mexico, Team Sports ,1566,120,20,31320,626.4,30693.6,15660,15033.6,4,PR004,2,P0004
ORD-000042,05-05-2022,06-05-2022,08-05-2022,Brazil, Team Sports ,2966,120,350,1038100,20762,1017338,771160,246178,1,PR002,2,P0004
ORD-000042,06-05-2022,07-05-2022,14-05-2022,Germany, Team Sports ,2877,120,350,1006950,20219,986811,748020,238791,2,PR004,4,P0004
ORD-000043,07-05-2022,08-05-2022,09-05-2022,Germany, Team Sports ,809,120,125,101125,2022.5,99102.5,97080,2022.5,2,PR004,3,P0004
ORD-000043,08-05-2022,09-05-2022,16-05-2022,Brazil, Team Sports ,2145,120,125,268125,5362.5,262762.5,257400,5362.5,1,PR002,4,P0004
ORD-000043,09-05-2022,10-05-2022,12-05-2022,India, Team Sports ,1055,120,12,12660,253.2,12406.8,3165,9241.8,3,PR003,2,P0004
ORD-000044,10-05-2022,11-05-2022,16-05-2022,Germany, Team Sports ,544,120,20,10880,217.6,10662.4,5440,5222.4,2,PR004,1,P0004
ORD-000044,11-05-2022,12-05-2022,17-05-2022,Germany, Team Sports ,1084,120,12,13008,260.16,12747.84,3252,9495.84,2,PR004,1,P0004
ORD-000044,12-05-2022,13-05-2022,14-05-2022,Germany, Footwears ,662,250,125,82750,1655,81095,79440,1655,2,PR004,3,P0005
ORD-000045,13-05-2022,14-05-2022,21-05-2022,Brazil, Footwears ,214,250,300,64200,1284,62916,53500,9416,1,PR001,4,P0005
ORD-000045,14-05-2022,15-05-2022,20-05-2022,Mexico, Footwears ,2877,250,350,1006950,20219,986811,748020,238791,4,PR002,1,P0005
ORD-000045,15-05-2022,16-05-2022,23-05-2022,Germany, Footwears ,2729,250,125,341125,6822.5,334302.5,327480,6822.5,2,PR001,4,P0005
ORD-000046,16-05-2022,17-05-2022,19-05-2022,Mexico, Footwears ,266,250,350,93100,1862,91238,69160,22078,4,PR002,2,P0005
ORD-000046,17-05-2022,18-05-2022,23-05-2022,India, Footwears ,1940,250,350,679000,13580,665420,504400,161020,3,PR003,1,P0005
ORD-000046,18-05-2022,19-05-2022,20-05-2022,Germany, Stationery,259,260,300,77700,1554,76146,64750,11396,2,PR003,3,P0006
ORD-000047,19-05-2022,20-05-2022,26-05-2022,Germany, Stationery,1101,260,300,330300,6606,323694,275250,48444,2,PR004,2,P0006
ORD-000047,20-05-2022,21-05-2022,22-05-2022,India, Stationery,2276,260,125,284500,5690,278810,273120,5690,3,PR002,3,P0006
ORD-000047,21-05-2022,22-05-2022,24-05-2022,Germany, Stationery,2966,260,350,1038100,20762,1017338,771160,246178,2,PR003,2,P0006
ORD-000048,22-05-2022,23-05-2022,28-05-2022,Mexico, Stationery,1236,260,20,24720,494.4,24225.6,12360,11865.6,4,PR002,1,P0006
ORD-000048,23-05-2022,24-05-2022,25-05-2022,Brazil, Stationery,941,260,20,18820,376.4,18443.6,9410,9033.6,1,PR003,3,P0006
ORD-000048,24-05-2022,25-05-2022,26-05-2022,Mexico, Stationery,1916,260,300,574800,11496,563304,479000,84304,4,PR001,3,P0006
ORD-000049,25-05-2022,26-05-2022,28-05-2022,Brazil, Electronics ,4243.5,3,125,530437.5,15913.13,514524.38,509220,5304.38,1,PR003,2,P0001
ORD-000049,26-05-2022,27-05-2022,28-05-2022,Brazil, Electronics ,2580,3,20,51600,1548,50052,25800,24252,1,PR001,3,P0001
ORD-000049,27-05-2022,28-05-2022,03-06-2022,Mexico, Electronics ,689,3,300,206700,6201,200499,172250,28249,4,PR003,2,P0001
ORD-000050,28-05-2022,29-05-2022,31-05-2022,Mexico, Electronics ,1947,3,12,23364,700.92,22663.08,5841,16822.08,4,PR004,2,P0001
ORD-000050,29-05-2022,30-05-2022,01-06-2022,Mexico, Electronics ,908,3,12,10896,326.88,10569.12,2724,7845.12,4,PR001,2,P0001
ORD-000050,30-05-2022,31-05-2022,02-06-2022,Mexico, Mens Fashion ,1958,5,7,13706,411.18,13294.82,9790,3504.82,4,PR003,2,P0002
ORD-000051,31-05-2022,01-06-2022,06-06-2022,India, Mens Fashion ,1901,5,12,22812,684.36,22127.64,5703,16424.64,3,PR004,1,P0002
ORD-000051,01-06-2022,02-06-2022,04-06-2022,Germany, Mens Fashion ,544,5,7,3808,114.24,3693.76,2720,973.76,2,PR001,2,P0002
ORD-000051,02-06-2022,03-06-2022,08-06-2022,Brazil, Mens Fashion ,1797,5,350,628950,18868.5,610081.5,467220,142861.5,1,PR004,4,P0002
ORD-000052,03-06-2022,04-06-2022,05-06-2022,Mexico, Mens Fashion ,1287,5,125,160875,4826.25,156048.75,154440,1608.75,4,PR002,3,P0002
ORD-000052,04-06-2022,05-06-2022,12-06-2022,Mexico, Mens Fashion ,1706,5,125,213250,6397.5,206852.5,204720,2132.5,4,PR002,4,P0002
ORD-000052,05-06-2022,06-06-2022,11-06-2022,Mexico, Womens Fashion ,2434.5,10,300,730350,21910.5,708439.5,608625,99814.5,4,PR001,1,P0003
ORD-000053,06-06-2022,07-06-2022,14-06-2022,India, Womens Fashion ,1774,10,125,221750,6652.5,215097.5,212880,2217.5,3,PR003,4,P0003
ORD-000053,07-06-2022,08-06-2022,09-06-2022,Mexico, Womens Fashion ,1901,10,12,22812,684.36,22127.64,5703,16424.64,4,PR001,3,P0003
ORD-000053,08-06-2022,09-06-2022,16-06-2022,Mexico, Womens Fashion ,689,10,300,206700,6201,200499,172250,28249,4,PR004,4,P0003
ORD-000054,09-06-2022,10-06-2022,15-06-2022,Mexico, Womens Fashion ,1570,10,125,196250,5887.5,190362.5,188400,1962.5,4,PR003,1,P0003
ORD-000054,10-06-2022,11-06-2022,13-06-2022,Germany, Womens Fashion ,1369.5,10,12,16434,493.02,15940.98,4108.5,11832.48,2,PR002,2,P0003
ORD-000054,11-06-2022,12-06-2022,19-06-2022,India, Womens Fashion ,2009,10,125,251125,7533.75,243591.25,241080,2511.25,3,PR003,4,P0003
ORD-000055,12-06-2022,13-06-2022,18-06-2022,Mexico, Womens Fashion ,1945,10,15,29175,875.25,28299.75,19450,8849.75,4,PR002,1,P0003
ORD-000055,13-06-2022,14-06-2022,19-06-2022,Brazil, Womens Fashion ,1287,10,125,160875,4826.25,156048.75,154440,1608.75,1,PR003,1,P0003
ORD-000055,14-06-2022,15-06-2022,16-06-2022,Brazil, Womens Fashion ,1706,10,125,213250,6397.5,206852.5,204720,2132.5,1,PR003,3,P0003
ORD-000056,15-06-2022,16-06-2022,17-06-2022,Brazil, Team Sports ,2009,120,125,251125,7533.75,243591.25,241080,2511.25,1,PR003,3,P0004
ORD-000056,16-06-2022,17-06-2022,24-06-2022,India, Footwears ,2844,250,300,853200,25596,827604,711000,116604,3,PR004,4,P0005
ORD-000056,17-06-2022,18-06-2022,20-06-2022,India, Footwears ,1916,250,12,22992,689.76,22302.24,5748,16554.24,3,PR004,2,P0005
ORD-000057,18-06-2022,19-06-2022,24-06-2022,Brazil, Footwears ,1570,250,125,196250,5887.5,190362.5,188400,1962.5,1,PR001,1,P0005
ORD-000057,19-06-2022,20-06-2022,27-06-2022,Mexico, Footwears ,1874,250,300,562200,16866,545334,468500,76834,4,PR001,4,P0005
ORD-000057,20-06-2022,21-06-2022,26-06-2022,India, Footwears ,1642,250,350,574700,17241,557459,426920,130539,3,PR002,1,P0005
ORD-000058,21-06-2022,22-06-2022,27-06-2022,Brazil, Footwears ,1945,250,15,29175,875.25,28299.75,19450,8849.75,1,PR004,1,P0005
ORD-000058,22-06-2022,23-06-2022,25-06-2022,Brazil, Electronics ,831,3,20,16620,498.6,16121.4,8310,7811.4,1,PR002,2,P0001
ORD-000058,23-06-2022,24-06-2022,26-06-2022,Mexico, Womens Fashion ,1760,10,7,12320,369.6,11950.4,8800,3150.4,4,PR001,2,P0003
ORD-000059,24-06-2022,25-06-2022,02-07-2022,Germany, Team Sports ,3850.5,120,20,77010,2310.3,74699.7,38505,36194.7,2,PR002,4,P0004
ORD-000059,25-06-2022,26-06-2022,28-06-2022,India, Footwears ,2479,250,12,29748,892.44,28855.56,7437,21418.56,3,PR001,2,P0005
ORD-000059,26-06-2022,27-06-2022,29-06-2022,Mexico, Mens Fashion ,2031,5,15,30465,1218.6,29246.4,20310,8936.4,4,PR004,2,P0002
ORD-000060,27-06-2022,28-06-2022,05-07-2022,Brazil, Womens Fashion ,2031,10,15,30465,1218.6,29246.4,20310,8936.4,1,PR003,4,P0003
